gender,age,height,weight,bust_circumference,waist_circumference,hip_circumference,bmi
F,34,1493,57.0,910,775,923,25.57
M,16,1641,50.2,765,670,838,18.64
M,25,1704,65.1,858,746,935,22.42
M,26,1724,65.9,895,785,945,22.17
M,36,1719,83.4,1026,996,985,28.22
F,34,1690,59.7,882,785,932,20.9
M,16,1737,63.1,813,758,930,20.91
M,18,1750,56.5,828,695,875,18.45
M,22,1660,62.9,895,743,900,22.83
M,18,1670,62.3,876,736,880,22.34
M,26,1777,79.7,940,835,1007,25.24
M,58,1733,77.7,967,884,985,25.87
F,19,1630,58.3,885,686,930,21.94
F,28,1452,51.5,840,721,860,24.43
F,63,1573,,1002,910,928,
F,29,1606,59.4,842,740,979,23.03
F,30,1664,63.6,905,745,1012,22.97
F,66,1498,60.4,966,865,991,26.92
F,36,1577,57.2,904,772,918,23.0
F,48,1527,41.5,753,653,845,17.8
M,56,1747,64.3,875,796,860,21.07
F,42,1659,58.4,820,744,967,21.22
M,46,1715,71.7,1007,876,925,24.38
M,17,1725,78.3,990,892,1037,26.31
M,25,1768,72.8,989,818,958,23.29
F,35,1660,61.1,855,745,955,22.17
M,29,1800,76.1,902,825,970,23.49
F,29,1675,55.2,875,767,957,19.67
F,19,1544,52.5,835,710,945,22.02
M,28,1623,57.3,854,752,870,21.75
F,55,1608,58.1,876,760,942,22.47
M,18,1675,97.2,1110,959,1080,34.64
F,37,1628,64.0,906,742,1022,24.15
F,17,1634,56.9,853,702,956,21.31
M,21,1781,80.8,938,860,993,25.47
M,19,1739,96.4,990,991,1100,31.88
M,46,1770,71.0,942,815,940,22.66
M,18,1807,71.6,889,722,944,21.93
M,38,1728,79.2,955,886,971,26.52
M,34,1785,89.9,1090,956,1030,28.22
M,16,1690,61.6,940,705,970,21.57
M,46,1651,85.9,1034,1074,1005,31.51
F,62,1493,57.6,939,858,922,25.84
F,18,1645,55.6,860,655,924,20.55
M,31,1748,74.4,931,830,984,24.35
F,55,1608,55.0,896,770,890,21.27
M,18,1629,50.5,770,635,845,19.03
M,26,1745,63.9,898,826,945,20.99
F,17,1580,49.9,810,621,890,19.99
F,29,1613,50.3,790,670,870,19.33
F,39,1604,55.7,855,800,945,21.65
M,18,1715,48.9,760,642,827,16.63
F,39,1680,82.4,1051,1021,1021,29.2
F,23,1603,52.3,815,686,918,20.35
M,29,1830,97.9,1066,985,1060,29.23
F,35,1548,53.6,821,720,885,22.37
F,16,1603,55.0,856,685,910,21.4
M,26,1861,82.2,967,827,1010,23.73
F,62,1538,78.8,1064,1055,1034,33.31
M,22,1780,76.1,970,805,1021,24.02
F,18,1616,64.9,951,775,988,24.85
F,17,1628,56.8,915,725,916,21.43
M,16,1691,56.7,813,712,854,19.83
M,34,1709,91.5,1029,1018,1060,31.33
M,36,1689,63.0,873,783,891,22.08
F,57,1554,52.8,896,768,910,21.86
M,18,1754,75.5,965,836,951,24.54
F,36,1646,57.9,880,750,925,21.37
M,36,1759,79.9,972,905,981,25.82
M,17,1711,68.6,903,772,925,23.43
M,44,1631,56.6,850,744,884,21.28
M,19,1807,76.2,927,766,975,23.34
M,18,1580,42.9,735,616,788,17.18
M,18,1686,69.1,933,831,970,24.31
F,45,1581,53.1,845,755,885,21.24
M,26,1775,79.8,955,830,1015,25.33
M,55,1729,69.6,920,830,906,23.28
M,20,1756,58.3,803,720,880,18.91
F,26,1610,57.6,886,780,920,22.22
F,18,1598,46.6,760,597,854,18.25
F,65,1503,57.0,915,840,870,25.23
M,25,1749,75.3,935,840,980,24.62
M,28,1885,108.2,1148,978,1131,30.45
F,16,1538,63.5,941,820,975,26.84
M,25,1740,65.2,887,754,935,21.54
F,19,1560,55.5,865,780,943,22.81
F,25,1648,51.9,795,648,870,19.11
M,22,1804,70.1,915,764,951,21.54
M,17,1690,55.3,800,670,860,19.36
F,46,1475,53.6,894,802,920,24.64
M,25,1796,75.1,902,835,968,23.28
M,36,1695,65.0,912,812,893,22.62
F,48,1563,61.8,942,833,976,25.3
F,20,1618,65.3,943,776,960,24.94
M,37,1734,67.0,895,865,929,22.28
F,48,1533,51.6,893,792,904,21.96
M,36,1669,64.5,885,795,933,23.16
M,18,1714,99.8,1108,1078,1150,33.97
M,51,1706,78.5,980,918,1020,26.97
M,36,1805,74.8,912,817,950,22.96
M,59,1618,69.5,992,913,935,26.55
M,28,1635,64.8,865,875,950,24.24
M,38,1738,59.8,860,716,880,19.8
M,19,1745,63.5,858,718,902,20.85
F,18,1621,71.3,1001,875,1001,27.13
F,33,1631,52.7,845,677,905,19.81
F,62,1572,54.8,876,752,915,22.18
F,37,1685,63.6,888,778,948,22.4
M,18,1784,74.4,943,856,972,23.38
F,55,1496,60.1,1002,932,1024,26.85
F,20,1591,55.8,880,733,920,22.04
M,17,1714,64.6,825,715,922,21.99
M,37,1748,100.3,1078,1051,1086,32.83
F,17,1624,48.8,776,675,840,18.5
F,64,1585,59.3,929,876,868,23.6
F,19,1600,56.4,845,701,955,22.03
M,23,1718,70.5,900,736,895,23.89
F,33,1604,53.7,810,707,932,20.87
F,21,1666,66.2,914,760,976,23.85
F,40,1484,47.8,861,725,864,21.71
M,16,1713,54.7,811,661,861,18.64
M,47,1719,81.1,1016,905,980,27.45
F,19,1569,56.1,866,742,962,22.79
F,28,1572,53.3,820,717,921,21.57
M,54,1610,66.3,937,915,890,25.58
M,18,1683,53.3,781,667,854,18.82
M,44,1658,52.1,792,676,821,18.95
M,25,1720,76.5,940,809,1016,25.86
M,44,1698,79.9,1010,864,975,27.71
M,17,1784,66.9,855,720,906,21.02
F,62,1629,71.6,1045,968,988,26.98
M,18,1725,56.0,810,675,905,18.82
M,16,1703,51.1,776,655,860,17.62
M,52,1620,68.8,944,865,933,26.22
F,25,1638,76.1,960,903,986,28.36
F,42,1477,44.3,800,680,845,20.31
F,16,1621,53.8,790,646,931,20.47
F,27,1625,51.3,781,655,901,19.43
M,32,1700,75.2,987,860,975,26.02
F,33,1567,46.3,802,690,855,18.86
M,35,1710,75.9,1002,875,990,25.96
M,17,1741,68.3,866,745,965,22.53
F,16,1704,49.2,780,605,921,16.94
F,53,1525,64.8,934,871,995,27.86
F,36,1622,53.8,825,780,941,20.45
F,19,1596,49.8,858,687,879,19.55
M,29,1676,73.6,931,838,1018,26.2
F,16,1560,64.4,910,825,985,26.46
M,35,1751,65.1,835,723,925,21.23
F,60,1510,56.7,955,835,905,24.87
M,32,1788,86.5,1042,920,1018,27.06
M,48,1794,68.0,895,814,930,21.13
F,55,1570,54.5,931,812,891,22.11
F,36,1526,51.9,842,759,890,22.29
M,17,1702,65.9,915,806,940,22.75
M,16,1723,60.7,824,725,901,20.45
F,54,1580,70.4,1041,993,971,28.2
F,20,1610,49.3,810,666,890,19.02
F,60,1488,57.3,980,862,900,25.88
M,32,1695,73.6,900,878,962,25.62
M,17,1628,84.6,1015,940,1035,31.92
M,16,1851,61.4,805,658,906,17.92
F,16,1636,50.4,760,606,890,18.83
M,16,1655,60.0,855,760,915,21.91
M,18,1715,59.7,828,670,910,20.3
F,35,1635,62.1,872,760,965,23.23
F,19,1520,49.4,842,692,880,21.38
F,17,1551,45.4,785,630,874,18.87
F,40,1516,46.7,806,705,901,20.32
F,36,1625,48.1,794,678,860,18.22
F,32,1614,50.9,824,660,880,19.54
M,19,1737,62.3,865,710,895,20.65
M,19,1725,63.1,903,712,880,21.21
M,17,1845,86.0,982,857,1030,25.26
F,38,1496,50.0,764,705,912,22.34
M,53,1645,63.6,902,835,915,23.5
M,37,1745,82.4,998,860,992,27.06
M,33,1766,73.0,936,835,925,23.41
M,38,1755,83.3,995,912,1031,27.05
F,58,1565,64.2,955,811,934,26.21
F,58,1511,61.6,970,935,989,26.98
M,20,1792,80.3,953,895,1010,25.01
F,48,1599,54.8,841,761,921,21.43
F,21,1627,56.7,854,744,935,21.42
M,35,1653,74.9,1035,910,960,27.41
F,55,1527,57.6,905,873,926,24.7
F,19,1570,54.0,868,723,925,21.91
M,51,1729,62.1,845,755,900,20.77
M,16,1754,77.5,1000,856,999,25.19
F,31,1603,72.5,980,980,1025,28.21
F,56,1600,75.6,1080,910,1035,29.53
M,20,1740,60.8,858,710,893,20.08
F,51,1615,59.8,882,754,932,22.93
M,16,1695,55.6,819,681,861,19.35
F,17,1603,50.6,765,623,904,19.69
F,20,1625,65.7,920,793,985,24.88
F,50,1481,59.8,954,875,960,27.26
F,17,1599,53.1,793,687,897,20.77
M,17,1730,51.9,792,688,845,17.34
F,27,1706,59.5,795,696,920,20.44
F,18,1574,57.0,845,740,955,23.01
F,21,1638,56.6,821,693,985,21.1
F,18,1578,49.8,810,665,890,20.0
F,23,1619,68.6,940,715,1010,26.17
M,41,1784,75.6,973,840,943,23.75
F,32,1650,56.6,830,735,922,20.79
F,42,1536,63.2,954,850,972,26.79
F,33,1631,51.6,792,625,885,19.4
M,18,1732,54.7,805,672,841,18.23
F,23,1550,62.2,932,793,1002,25.89
F,21,1602,56.3,859,695,941,21.94
M,16,1720,50.6,780,626,843,17.1
M,17,1683,60.5,825,752,903,21.36
M,25,1800,93.7,1062,889,1090,28.92
F,33,1684,79.5,1035,960,1071,28.03
M,44,1733,64.2,882,734,940,21.38
F,25,1644,53.4,825,680,890,19.76
M,30,1706,66.7,880,796,932,22.92
F,61,1473,62.1,985,887,970,28.62
M,33,1724,84.6,995,915,1015,28.46
F,16,1611,62.4,920,762,960,24.04
M,55,1678,70.4,962,924,945,25.0
M,29,1680,70.4,955,864,932,24.94
M,45,1780,83.3,985,930,1020,26.29
M,21,1645,58.3,882,725,881,21.54
F,19,1590,56.3,831,705,967,22.27
M,53,1779,80.1,961,925,954,25.31
F,51,1517,62.0,961,876,954,26.94
M,38,1705,77.7,1016,874,1000,26.73
F,18,1531,45.0,810,634,842,19.2
M,32,1775,102.5,1097,991,1122,32.53
M,25,1756,87.7,1032,885,1019,28.44
F,40,1628,67.0,950,802,1004,25.28
F,47,1563,64.6,931,786,1003,26.44
M,17,1730,65.2,930,734,925,21.78
F,18,1659,66.8,930,818,970,24.27
F,24,1648,87.0,1045,930,1095,32.03
F,48,1567,59.2,920,795,940,24.11
F,52,1518,53.9,844,742,901,23.39
F,39,1667,71.5,954,850,1005,25.73
F,32,1620,48.9,820,675,845,18.63
F,50,1521,50.9,898,755,910,22.0
F,19,1548,45.9,750,634,872,19.15
M,49,1700,83.7,990,967,992,28.96
M,41,1725,81.0,968,890,990,27.22
F,17,1664,54.6,817,705,940,19.72
F,42,1596,61.5,909,797,978,24.14
F,39,1474,80.2,1191,1071,1114,36.91
M,34,1734,70.0,975,830,946,23.28
M,17,1821,76.4,885,821,935,23.04
F,34,1719,77.3,935,812,1078,26.16
M,46,1627,61.3,914,827,872,23.16
M,32,1748,76.8,842,755,880,25.13
F,58,1528,61.9,991,915,953,26.51
M,61,1648,72.9,1020,872,905,26.84
M,17,1738,47.9,745,627,833,15.86
F,50,1523,55.4,881,790,924,23.88
F,47,1495,54.8,874,780,912,24.52
M,19,1750,77.9,985,855,1000,25.44
M,22,1720,59.8,846,750,871,20.21
F,16,1660,62.2,870,726,980,22.57
M,35,1755,73.6,916,830,960,23.9
M,44,1696,63.2,865,741,891,21.97
M,25,1715,83.6,1002,893,1023,28.42
M,38,1754,80.0,972,907,978,26.0
F,33,1690,68.3,900,805,995,23.91
M,30,1713,75.8,955,822,987,25.83
F,51,1570,55.6,905,765,925,22.56
M,42,1654,63.7,915,815,935,23.28
F,16,1538,46.4,715,665,881,19.62
F,46,1608,71.5,934,884,1015,27.65
F,19,1625,74.9,990,880,1046,28.36
M,40,1700,66.1,924,818,940,22.87
M,30,1680,73.4,950,848,976,26.01
F,19,1611,58.7,835,712,953,22.62
F,69,1451,48.7,905,807,856,23.13
F,34,1587,58.8,865,792,966,23.35
F,36,1508,71.3,1070,991,972,31.35
M,17,1694,58.2,854,685,880,20.28
F,38,1572,49.3,786,670,890,19.95
M,51,1693,85.9,1018,951,1020,29.97
M,31,1825,75.4,945,811,986,22.64
M,19,1859,57.5,785,694,861,16.64
M,45,1788,92.4,1062,1021,1040,28.9
F,62,1510,45.3,780,685,865,19.87
M,16,1710,57.5,835,679,883,19.66
M,28,1774,73.9,932,840,955,23.48
F,31,1560,60.9,953,870,912,25.02
M,18,1757,81.7,985,885,1010,26.47
M,17,1718,60.7,894,710,885,20.57
M,22,1704,69.4,898,820,970,23.9
M,39,1723,79.2,990,890,993,26.68
F,16,1496,44.8,802,681,874,20.02
F,19,1610,50.8,770,656,908,19.6
M,48,1617,65.2,938,849,910,24.94
M,49,1745,69.5,863,818,941,22.82
F,50,1549,65.6,941,860,994,27.34
F,65,1531,66.5,996,917,956,28.37
M,43,1796,68.5,935,817,910,21.24
M,20,1758,65.6,856,743,945,21.23
M,18,1709,70.3,884,785,1012,24.07
M,27,1810,73.8,925,812,990,22.53
F,54,1587,60.8,950,869,920,24.14
M,23,1683,59.6,896,766,875,21.04
M,18,1775,75.2,905,731,951,23.87
M,53,1690,71.9,940,901,957,25.17
M,22,1749,71.2,912,805,982,23.28
F,17,1706,52.6,790,645,910,18.07
M,16,1652,58.5,800,681,901,21.44
F,19,1552,45.5,805,680,855,18.89
M,26,1715,70.6,895,785,935,24.0
F,59,1515,62.2,1026,898,930,27.1
F,19,1636,53.6,825,678,950,20.03
M,19,1774,61.8,843,710,895,19.64
F,16,1626,47.7,753,627,870,18.04
F,49,1585,63.6,940,834,960,25.32
M,36,1782,85.1,1028,925,981,26.8
M,42,1646,68.2,915,850,961,25.17
M,23,1747,81.8,998,874,965,26.8
M,40,1837,88.3,965,960,1037,26.17
M,30,1695,63.0,870,775,926,21.93
F,29,1581,53.0,806,708,915,21.2
F,16,1575,49.2,780,645,866,19.83
M,23,1793,75.9,918,808,980,23.61
F,19,1635,58.2,778,677,973,21.77
M,30,1845,80.4,995,821,1001,23.62
F,37,1600,53.3,874,735,899,20.82
F,35,1545,55.9,881,749,940,23.42
F,16,1608,79.7,1094,961,1065,30.82
F,59,1528,60.0,958,874,945,25.7
M,23,1688,70.2,951,780,891,24.64
M,23,1725,78.7,934,866,992,26.45
F,30,1585,60.4,945,816,936,24.04
M,27,1754,76.6,995,845,970,24.9
F,19,1636,56.7,813,651,925,21.18
M,18,1729,61.4,838,711,896,20.54
M,37,1664,51.2,793,646,846,18.49
M,61,1676,69.6,935,865,925,24.78
F,16,1629,56.1,865,693,882,21.14
M,20,1759,85.1,975,890,1062,27.5
M,28,1769,71.1,942,781,942,22.72
M,25,1650,64.2,875,725,935,23.58
M,25,1725,86.3,1058,960,1060,29.0
F,21,1500,42.5,773,615,842,18.89
F,20,1613,48.2,795,645,855,18.53
F,46,1615,59.2,889,794,932,22.7
M,19,1709,64.0,883,761,962,21.91
M,19,1696,77.4,968,892,1014,26.91
M,17,1763,62.5,870,713,925,20.11
F,25,1665,58.5,827,703,975,21.1
F,20,1559,46.4,781,640,885,19.09
M,33,1780,74.8,944,780,967,23.61
M,18,1729,72.2,911,816,951,24.15
M,25,1736,64.4,845,743,913,21.37
F,32,1677,62.7,932,772,955,22.29
F,38,1558,52.5,830,705,910,21.63
F,16,1558,56.3,849,755,914,23.19
F,18,1595,57.2,867,750,938,22.48
F,16,1594,52.4,812,695,935,20.62
F,26,1605,59.9,950,782,970,23.25
M,20,1691,71.7,965,870,967,25.07
M,61,1793,89.0,1027,1020,1016,27.68
F,37,1638,54.0,886,745,873,20.13
M,16,1694,53.5,761,681,865,18.64
M,18,1769,58.8,823,692,900,18.79
M,18,1824,72.5,854,742,945,21.79
F,20,1668,56.9,868,692,931,20.45
M,41,1698,70.9,920,810,953,24.59
M,64,1643,62.5,925,864,900,23.15
M,19,1775,85.9,1071,910,1060,27.26
M,38,1813,87.9,1001,945,1019,26.74
F,60,1520,71.3,1065,931,1001,30.86
F,34,1547,52.3,816,707,970,21.85
F,16,1576,47.8,810,615,895,19.24
M,16,1741,52.5,757,601,840,17.32
F,29,1555,61.2,891,829,974,25.31
M,69,1710,78.1,1009,974,995,26.71
M,29,1795,80.0,985,835,988,24.83
F,25,1630,64.6,903,775,1015,24.31
F,55,1580,62.2,935,772,933,24.92
M,26,1735,65.6,915,752,914,21.79
M,27,1714,56.3,838,702,871,19.16
M,37,1722,80.3,1005,896,985,27.08
M,19,1835,88.4,1015,868,1025,26.25
F,16,1620,55.9,833,686,920,21.3
M,19,1724,68.4,935,765,948,23.01
F,32,1519,45.6,812,665,851,19.76
M,50,1819,84.9,1000,871,1018,25.66
F,54,1599,61.9,944,857,958,24.21
F,37,1534,58.4,940,831,928,24.82
F,51,1615,73.9,1060,920,965,28.33
F,44,1708,65.2,985,845,965,22.35
F,36,1588,72.6,1042,925,1021,28.79
F,34,1588,43.1,792,630,811,17.09
F,30,1583,57.2,869,814,927,22.83
F,22,1455,53.3,915,765,878,25.18
M,49,1645,56.5,865,765,862,20.88
F,19,1624,51.8,827,650,885,19.64
M,17,1640,45.6,745,631,821,16.95
M,19,1810,77.0,925,823,1008,23.5
F,56,1520,56.6,960,831,910,24.5
M,26,1755,77.6,930,873,1010,25.19
F,27,1669,42.4,720,595,815,15.22
F,49,1600,56.3,910,812,902,21.99
F,22,1606,61.2,895,735,917,23.73
F,23,1612,54.5,850,716,942,20.97
F,21,1690,86.6,1021,951,1122,30.32
F,25,1610,55.7,850,692,940,21.49
M,48,1673,71.8,944,884,953,25.65
M,26,1751,79.4,995,770,978,25.9
M,18,1695,68.4,908,822,986,23.81
F,55,1529,61.1,976,838,960,26.14
F,17,1652,56.1,812,696,913,20.56
F,42,1565,59.4,976,835,893,24.25
M,17,1689,63.1,888,771,920,22.12
F,29,1594,45.7,781,600,845,17.99
F,54,1583,62.1,926,822,945,24.78
M,39,1638,62.4,898,760,906,23.26
M,20,1899,64.6,835,695,885,17.91
F,19,1567,48.8,839,654,876,19.87
F,38,1646,61.8,852,761,924,22.81
M,55,1755,88.2,1140,945,970,28.64
M,37,1743,85.9,1125,905,1006,28.27
M,62,1754,66.2,969,785,910,21.52
M,21,1694,61.1,905,735,906,21.29
M,27,1905,80.3,944,783,986,22.13
F,51,1530,63.7,975,925,975,27.21
F,57,1458,50.5,918,865,855,23.76
F,18,1589,54.0,879,718,921,21.39
M,31,1674,65.8,875,830,954,23.48
F,58,1549,59.0,991,816,939,24.59
M,30,1821,66.2,838,750,932,19.96
F,20,1571,50.6,822,692,896,20.5
F,19,1602,58.6,861,748,966,22.83
M,46,1680,64.5,900,755,925,22.85
M,20,1743,73.2,900,840,990,24.09
M,60,1677,74.9,970,875,974,26.63
F,16,1580,53.1,895,650,906,21.27
F,18,1554,54.7,883,760,911,22.65
M,19,1750,79.6,980,855,1010,25.99
F,35,1685,68.1,1005,847,955,23.99
F,63,1505,48.2,885,856,850,21.28
F,29,1559,60.9,903,809,944,25.06
F,31,1660,64.1,935,795,980,23.26
M,25,1638,60.9,895,713,875,22.7
F,32,1634,48.2,790,640,865,18.05
M,16,1672,57.4,865,727,873,20.53
M,21,1844,82.6,1030,814,1006,24.29
M,47,1742,79.0,1027,934,980,26.03
M,22,1741,72.1,884,820,985,23.79
M,26,1757,78.5,1001,821,1005,25.43
F,19,1570,47.0,781,674,901,19.07
M,16,1735,68.4,865,732,961,22.72
F,31,1628,45.5,808,625,870,17.17
F,60,1656,70.9,994,873,1010,25.85
M,27,1680,66.7,856,770,944,23.63
M,20,1825,93.7,1062,962,1034,28.13
F,39,1571,62.4,934,850,991,25.28
F,22,1631,50.5,794,728,920,18.98
M,17,1646,73.4,955,848,976,27.09
F,32,1571,55.9,884,784,955,22.65
M,37,1651,70.1,908,845,915,25.72
F,63,1546,69.8,1052,994,982,29.2
M,25,1769,83.7,942,885,1039,26.75
M,20,1679,78.0,975,845,1023,27.67
F,58,1509,56.6,965,925,871,24.86
M,20,1674,64.1,925,785,945,22.87
F,16,1581,48.3,806,630,854,19.32
F,21,1580,44.9,725,631,870,17.99
F,34,1569,56.5,861,783,930,22.95
F,18,1700,44.4,690,610,842,15.36
M,56,1720,81.9,999,961,1010,27.68
M,22,1656,53.6,790,694,840,19.55
M,16,1706,75.9,921,883,1040,26.08
M,18,1711,57.4,820,688,870,19.61
M,28,1687,52.2,858,688,830,18.34
F,61,1519,70.5,1037,990,1017,30.55
F,18,1567,59.6,932,796,971,24.27
M,33,1760,84.3,997,845,1010,27.21
F,44,1570,46.7,765,681,855,18.95
M,37,1685,67.8,930,827,942,23.88
F,21,1620,64.0,905,761,980,24.39
F,24,1540,46.5,811,642,860,19.61
M,34,1796,72.4,938,813,940,22.45
M,17,1644,57.8,844,726,892,21.39
M,18,1645,60.5,808,743,920,22.36
F,25,1634,51.4,790,686,917,19.25
M,53,1675,59.5,900,811,865,21.21
F,17,1501,45.5,751,653,870,20.2
F,17,1705,61.2,910,714,944,21.05
M,38,1753,85.4,1027,872,1015,27.79
M,18,1735,58.7,852,729,901,19.5
M,16,1677,47.6,724,645,838,16.93
M,38,1756,78.0,995,856,975,25.3
M,36,1727,68.6,912,789,935,23.0
F,37,1560,48.7,826,664,880,20.01
M,34,1797,69.2,863,732,956,21.43
F,29,1645,56.5,872,728,915,20.88
F,19,1615,47.9,778,664,878,18.36
F,55,1505,55.5,895,800,1004,24.5
M,18,1691,73.6,964,831,952,25.74
M,16,1641,56.8,821,695,890,21.09
F,29,1567,54.7,825,707,935,22.28
M,42,1658,62.1,900,780,921,22.59
F,18,1584,54.8,850,710,906,21.84
M,34,1738,62.3,853,785,901,20.62
M,20,1788,66.8,875,760,962,20.89
M,27,1720,81.6,960,860,1042,27.58
F,49,1586,53.8,875,756,922,21.39
F,37,1608,55.0,865,772,920,21.27
F,56,1592,57.5,923,755,925,22.69
M,19,1783,66.8,861,761,906,21.01
M,47,1743,81.1,975,885,967,26.69
M,17,1729,73.5,920,840,960,24.59
F,18,1617,57.8,847,750,910,22.11
F,47,1502,54.7,899,794,904,24.25
F,34,1614,54.9,821,718,913,21.07
F,50,1557,62.6,952,783,960,25.82
F,28,1520,41.6,760,610,834,18.01
M,61,1757,70.3,926,808,941,22.77
F,19,1545,63.7,925,778,974,26.69
F,27,1525,50.9,841,690,894,21.89
F,32,1700,60.6,895,749,940,20.97
M,43,1740,73.2,924,890,980,24.18
M,30,1795,67.7,883,742,922,21.01
F,27,1585,63.2,904,865,980,25.16
F,17,1580,49.8,830,704,881,19.95
M,38,1666,64.5,885,785,934,23.24
F,62,1621,77.1,1017,966,1041,29.34
M,34,1670,75.4,952,831,975,27.04
M,18,1719,68.0,913,755,961,23.01
F,66,1511,67.0,1011,971,956,29.35
M,20,1743,61.0,920,774,902,20.08
F,19,1589,56.7,855,722,922,22.46
F,49,1499,55.4,906,786,930,24.66
M,48,1715,85.2,998,923,1004,28.97
F,18,1602,82.9,1101,975,1051,32.3
F,22,1535,42.5,744,626,794,18.04
M,69,1670,63.9,938,825,903,22.91
F,44,1628,59.3,915,770,926,22.37
F,21,1545,55.4,921,790,925,23.21
M,32,1756,65.4,896,820,930,21.21
F,22,1619,52.7,838,734,926,20.11
M,27,1760,75.0,930,845,983,24.21
M,56,1562,62.2,890,866,887,25.49
M,38,1732,78.7,990,872,984,26.23
